slug,article_url,topic,affiliate_clicks,revenue_estimate,program,google_clicks,buyer_intent_score,revenue_opportunity,notes
review-clickfunnels-review-2026,https://smileaireviewhub.com/clickfunnels-review-2026/,Review Clickfunnels Review 2026,0.0,0.0,Review,0.0,,Monitor,Estimated from available CSV/log data when real affiliate data is missing.
review-constant-contact-review-2026,https://smileaireviewhub.com/constant-contact-review-2026/,Review Constant Contact Review 2026,0.0,0.0,Review,0.0,,Monitor,Estimated from available CSV/log data when real affiliate data is missing.
review-convertkit-review-2026,https://smileaireviewhub.com/convertkit-review-2026/,Review Convertkit Review 2026,0.0,0.0,Review,0.0,,Monitor,Estimated from available CSV/log data when real affiliate data is missing.
review-copy-ai,https://smileaireviewhub.com/review/copy-ai/,Review Copy Ai,0.0,0.0,Review,0.0,,Monitor,Estimated from available CSV/log data when real affiliate data is missing.
review-cursor,https://smileaireviewhub.com/review/cursor/,Review Cursor,0.0,0.0,Review,0.0,,Monitor,Estimated from available CSV/log data when real affiliate data is missing.
review-descript,https://smileaireviewhub.com/review/descript/,Review Descript,0.0,0.0,Review,0.0,,Monitor,Estimated from available CSV/log data when real affiliate data is missing.
review-durable,https://smileaireviewhub.com/review/durable/,Review Durable,0.0,0.0,Review,0.0,,Monitor,Estimated from available CSV/log data when real affiliate data is missing.
review-durable-ai-review-2026,https://smileaireviewhub.com/review/durable-ai-review-2026/,Review Durable Ai Review 2026,0.0,0.0,Review,0.0,,Monitor,Estimated from available CSV/log data when real affiliate data is missing.
review-elevenlabs,https://smileaireviewhub.com/review/elevenlabs/,Review Elevenlabs,0.0,0.0,Review,0.0,,Monitor,Estimated from available CSV/log data when real affiliate data is missing.
review-fathom-analytics-review-2026,https://smileaireviewhub.com/fathom-analytics-review-2026/,Review Fathom Analytics Review 2026,0.0,0.0,Review,0.0,,Monitor,Estimated from available CSV/log data when real affiliate data is missing.
review-framer,https://smileaireviewhub.com/review/framer/,Review Framer,0.0,0.0,Review,0.0,,Monitor,Estimated from available CSV/log data when real affiliate data is missing.
review-frase,https://smileaireviewhub.com/review/frase/,Review Frase,0.0,0.0,Review,0.0,,Monitor,Estimated from available CSV/log data when real affiliate data is missing.
review-gamma,https://smileaireviewhub.com/review/gamma/,Review Gamma,0.0,0.0,Review,0.0,,Monitor,Estimated from available CSV/log data when real affiliate data is missing.
review-gemini,https://smileaireviewhub.com/review/gemini/,Review Gemini,0.0,0.0,Review,0.0,,Monitor,Estimated from available CSV/log data when real affiliate data is missing.
review-getresponse-review-2026,https://smileaireviewhub.com/getresponse-review-2026/,Review Getresponse Review 2026,0.0,0.0,Review,0.0,,Monitor,Estimated from available CSV/log data when real affiliate data is missing.
review-github-copilot,https://smileaireviewhub.com/review/github-copilot/,Review Github Copilot,0.0,0.0,Review,0.0,,Monitor,Estimated from available CSV/log data when real affiliate data is missing.
review-grammarly-review-2026,https://smileaireviewhub.com/grammarly-review-2026/,Review Grammarly Review 2026,0.0,0.0,Review,0.0,,Monitor,Estimated from available CSV/log data when real affiliate data is missing.
review-hostinger-website-builder-review-2026,https://smileaireviewhub.com/hostinger-website-builder-review-2026/,Review Hostinger Website Builder Review 2026,0.0,0.0,Review,0.0,,Monitor,Estimated from available CSV/log data when real affiliate data is missing.
review-hubspot,https://smileaireviewhub.com/review/hubspot/,Review Hubspot,0.0,0.0,Review,0.0,,Monitor,Estimated from available CSV/log data when real affiliate data is missing.
review-hubspot-review-2026,https://smileaireviewhub.com/hubspot-review-2026/,Review Hubspot Review 2026,0.0,0.0,Review,0.0,,Monitor,Estimated from available CSV/log data when real affiliate data is missing.
review-jasper,https://smileaireviewhub.com/review/jasper/,Review Jasper,0.0,0.0,Review,0.0,,Monitor,Estimated from available CSV/log data when real affiliate data is missing.
review-jasper-ai,https://smileaireviewhub.com/review/jasper-ai/,Review Jasper Ai,0.0,0.0,Review,0.0,,Monitor,Estimated from available CSV/log data when real affiliate data is missing.
review-jasper-ai-review-2026,https://smileaireviewhub.com/jasper-ai-review-2026/,Review Jasper Ai Review 2026,0.0,0.0,Review,0.0,,Monitor,Estimated from available CSV/log data when real affiliate data is missing.
review-keysearch-review-2026,https://smileaireviewhub.com/keysearch-review-2026/,Review Keysearch Review 2026,0.0,0.0,Review,0.0,,Monitor,Estimated from available CSV/log data when real affiliate data is missing.
review-leadpages-review-2026,https://smileaireviewhub.com/leadpages-review-2026/,Review Leadpages Review 2026,0.0,0.0,Review,0.0,,Monitor,Estimated from available CSV/log data when real affiliate data is missing.
review-link-whisper-review-2026,https://smileaireviewhub.com/link-whisper-review-2026/,Review Link Whisper Review 2026,0.0,0.0,Review,0.0,,Monitor,Estimated from available CSV/log data when real affiliate data is missing.
review-lovable,https://smileaireviewhub.com/review/lovable/,Review Lovable,0.0,0.0,Review,0.0,,Monitor,Estimated from available CSV/log data when real affiliate data is missing.
review-lowfruits-review-2026,https://smileaireviewhub.com/lowfruits-review-2026/,Review Lowfruits Review 2026,0.0,0.0,Review,0.0,,Monitor,Estimated from available CSV/log data when real affiliate data is missing.
review-mailerlite-review-2026,https://smileaireviewhub.com/mailerlite-review-2026/,Review Mailerlite Review 2026,0.0,0.0,Review,0.0,,Monitor,Estimated from available CSV/log data when real affiliate data is missing.
review-make,https://smileaireviewhub.com/review/make/,Review Make,0.0,0.0,Review,0.0,,Monitor,Estimated from available CSV/log data when real affiliate data is missing.
review-mangools-review-2026,https://smileaireviewhub.com/mangools-review-2026/,Review Mangools Review 2026,0.0,0.0,Review,0.0,,Monitor,Estimated from available CSV/log data when real affiliate data is missing.
review-midjourney,https://smileaireviewhub.com/review/midjourney/,Review Midjourney,0.0,0.0,Review,0.0,,Monitor,Estimated from available CSV/log data when real affiliate data is missing.
review-moz-review-2026,https://smileaireviewhub.com/moz-review-2026/,Review Moz Review 2026,0.0,0.0,Review,0.0,,Monitor,Estimated from available CSV/log data when real affiliate data is missing.
review-neuronwriter-review-2026,https://smileaireviewhub.com/neuronwriter-review-2026/,Review Neuronwriter Review 2026,0.0,0.0,Review,0.0,,Monitor,Estimated from available CSV/log data when real affiliate data is missing.
review-notion,https://smileaireviewhub.com/review/notion/,Review Notion,0.0,0.0,Review,0.0,,Monitor,Estimated from available CSV/log data when real affiliate data is missing.
review-notion-ai,https://smileaireviewhub.com/review/notion-ai/,Review Notion Ai,0.0,0.0,Review,0.0,,Monitor,Estimated from available CSV/log data when real affiliate data is missing.
review-perplexity,https://smileaireviewhub.com/review/perplexity/,Review Perplexity,0.0,0.0,Review,0.0,,Monitor,Estimated from available CSV/log data when real affiliate data is missing.
review-pipedrive,https://smileaireviewhub.com/review/pipedrive/,Review Pipedrive,0.0,0.0,Review,0.0,,Monitor,Estimated from available CSV/log data when real affiliate data is missing.
review-pipedrive-crm,https://smileaireviewhub.com/review/pipedrive-crm/,Review Pipedrive Crm,0.0,0.0,Review,0.0,,Monitor,Estimated from available CSV/log data when real affiliate data is missing.
review-plausible-analytics-review-2026,https://smileaireviewhub.com/plausible-analytics-review-2026/,Review Plausible Analytics Review 2026,0.0,0.0,Review,0.0,,Monitor,Estimated from available CSV/log data when real affiliate data is missing.
review-reclaim-ai,https://smileaireviewhub.com/review/reclaim-ai/,Review Reclaim Ai,0.0,0.0,Review,0.0,,Monitor,Estimated from available CSV/log data when real affiliate data is missing.
review-replit,https://smileaireviewhub.com/review/replit/,Review Replit,0.0,0.0,Review,0.0,,Monitor,Estimated from available CSV/log data when real affiliate data is missing.
review-runway,https://smileaireviewhub.com/review/runway/,Review Runway,0.0,0.0,Review,0.0,,Monitor,Estimated from available CSV/log data when real affiliate data is missing.
review-se-ranking-review-2026,https://smileaireviewhub.com/se-ranking-review-2026/,Review Se Ranking Review 2026,0.0,0.0,Review,0.0,,Monitor,Estimated from available CSV/log data when real affiliate data is missing.
review-semrush,https://smileaireviewhub.com/review/semrush/,Review Semrush,0.0,0.0,Review,0.0,,Monitor,Estimated from available CSV/log data when real affiliate data is missing.
review-semrush-ai,https://smileaireviewhub.com/review/semrush-ai/,Review Semrush Ai,0.0,0.0,Review,0.0,,Monitor,Estimated from available CSV/log data when real affiliate data is missing.
review-semrush-vs-ahrefs-2026,https://smileaireviewhub.com/compare/semrush-vs-ahrefs/,Review Semrush Vs Ahrefs 2026,0.0,0.0,Review,0.0,,Monitor,Estimated from available CSV/log data when real affiliate data is missing.
review-senja-review-2026,https://smileaireviewhub.com/senja-review-2026/,Review Senja Review 2026,0.0,0.0,Review,0.0,,Monitor,Estimated from available CSV/log data when real affiliate data is missing.
review-serpstat-review-2026,https://smileaireviewhub.com/serpstat-review-2026/,Review Serpstat Review 2026,0.0,0.0,Review,0.0,,Monitor,Estimated from available CSV/log data when real affiliate data is missing.
review-surfer-seo,https://smileaireviewhub.com/review/surfer-seo/,Review Surfer Seo,0.0,0.0,Review,0.0,,Monitor,Estimated from available CSV/log data when real affiliate data is missing.
review-surfer-seo-alternatives,https://smileaireviewhub.com/surfer-seo-alternatives/,Review Surfer Seo Alternatives,0.0,0.0,Review,0.0,,Monitor,Estimated from available CSV/log data when real affiliate data is missing.
review-surfer-seo-review-2026,https://smileaireviewhub.com/review/surfer-seo-review-2026/,Review Surfer Seo Review 2026,0.0,0.0,Review,0.0,,Monitor,Estimated from available CSV/log data when real affiliate data is missing.
review-synthesia,https://smileaireviewhub.com/review/synthesia/,Review Synthesia,0.0,0.0,Review,0.0,,Monitor,Estimated from available CSV/log data when real affiliate data is missing.
review-systeme-io-review-2026,https://smileaireviewhub.com/systeme-io-review-2026/,Review Systeme Io Review 2026,0.0,0.0,Review,0.0,,Monitor,Estimated from available CSV/log data when real affiliate data is missing.
review-tally-forms-review-2026,https://smileaireviewhub.com/tally-forms-review-2026/,Review Tally Forms Review 2026,0.0,0.0,Review,0.0,,Monitor,Estimated from available CSV/log data when real affiliate data is missing.
review-trackdesk-review-2026,https://smileaireviewhub.com/trackdesk-review-2026/,Review Trackdesk Review 2026,0.0,0.0,Review,0.0,,Monitor,Estimated from available CSV/log data when real affiliate data is missing.
review-ubersuggest-review-2026,https://smileaireviewhub.com/ubersuggest-review-2026/,Review Ubersuggest Review 2026,0.0,0.0,Review,0.0,,Monitor,Estimated from available CSV/log data when real affiliate data is missing.
review-unbounce-review-2026,https://smileaireviewhub.com/unbounce-review-2026/,Review Unbounce Review 2026,0.0,0.0,Review,0.0,,Monitor,Estimated from available CSV/log data when real affiliate data is missing.
review-webflow,https://smileaireviewhub.com/review/webflow/,Review Webflow,0.0,0.0,Review,0.0,,Monitor,Estimated from available CSV/log data when real affiliate data is missing.
review-webflow-ai,https://smileaireviewhub.com/review/webflow-ai/,Review Webflow Ai,0.0,0.0,Review,0.0,,Monitor,Estimated from available CSV/log data when real affiliate data is missing.
review-windsurf,https://smileaireviewhub.com/review/windsurf/,Review Windsurf,0.0,0.0,Review,0.0,,Monitor,Estimated from available CSV/log data when real affiliate data is missing.
review-windsurf-review-2026,https://smileaireviewhub.com/review/windsurf-review-2026/,Review Windsurf Review 2026,0.0,0.0,Review,0.0,,Monitor,Estimated from available CSV/log data when real affiliate data is missing.
review-wordtune-review-2026,https://smileaireviewhub.com/wordtune-review-2026/,Review Wordtune Review 2026,0.0,0.0,Review,0.0,,Monitor,Estimated from available CSV/log data when real affiliate data is missing.
review-zapier,https://smileaireviewhub.com/review/zapier/,Review Zapier,0.0,0.0,Review,0.0,,Monitor,Estimated from available CSV/log data when real affiliate data is missing.
review-zapier-alternatives,https://smileaireviewhub.com/zapier-alternatives/,Review Zapier Alternatives,0.0,0.0,Review,0.0,,Monitor,Estimated from available CSV/log data when real affiliate data is missing.
rnns-vs-transformers-vs-ssms-where-should-ai-memory-live-for-continual-learning,https://smileaireviewhub.com/rnns-vs-transformers-vs-ssms-where-should-ai-memory-live-for-continual-learning/,Rnns Vs Transformers Vs Ssms Where Should Ai Memory Live For Continual Learning,0.0,0.0,Rnns,0.0,,Monitor,Estimated from available CSV/log data when real affiliate data is missing.
runway,https://smileaireviewhub.com/runway/,Runway,0.0,0.0,Runway,0.0,,Monitor,Estimated from available CSV/log data when real affiliate data is missing.
saas-stocks-are-rallying-on-ai-optimism-3-stocks-to-buy-now,https://smileaireviewhub.com/saas-stocks-are-rallying-on-ai-optimism-3-stocks-to-buy-now/,SaaS stocks are rallying on AI optimism. 3 stocks to buy now.,0.0,0.0,Saas,0.0,,Monitor,Estimated from available CSV/log data when real affiliate data is missing.
search-marketing-s-insight-gap-when-automation-replaces-understanding,https://smileaireviewhub.com/search-marketing-s-insight-gap-when-automation-replaces-understanding/,Search Marketing’s Insight Gap: When Automation Replaces Understanding,0.0,0.0,Search,0.0,,Monitor,Estimated from available CSV/log data when real affiliate data is missing.
self-hosting-guide-review-2026,https://smileaireviewhub.com/self-hosting-guide-review-2026/,Self Hosting Guide Review 2026,0.0,0.0,Self,0.0,,Monitor,Estimated from available CSV/log data when real affiliate data is missing.
semrush,https://smileaireviewhub.com/semrush/,Semrush,0.0,0.0,Semrush,0.0,,Monitor,Estimated from available CSV/log data when real affiliate data is missing.
semrush-ai,https://smileaireviewhub.com/semrush-ai/,Semrush Ai,0.0,0.0,Semrush,0.0,,Monitor,Estimated from available CSV/log data when real affiliate data is missing.
shopify-launches-ai-powered-marketing-automation-tool,https://smileaireviewhub.com/shopify-launches-ai-powered-marketing-automation-tool/,Shopify launches AI-powered marketing automation tool,0.0,0.0,Shopify,0.0,,Monitor,Estimated from available CSV/log data when real affiliate data is missing.
skillspector-review-2026,https://smileaireviewhub.com/skillspector-review-2026/,Skillspector Review 2026,0.0,0.0,Skillspector,0.0,,Monitor,Estimated from available CSV/log data when real affiliate data is missing.
surfer-seo,https://smileaireviewhub.com/surfer-seo/,Surfer Seo,0.0,0.0,Surfer,0.0,,Monitor,Estimated from available CSV/log data when real affiliate data is missing.
surfer-seo-free-trial,https://smileaireviewhub.com/surfer-seo-free-trial/,Surfer Seo Free Trial,0.0,0.0,Surfer,0.0,,Monitor,Estimated from available CSV/log data when real affiliate data is missing.
surfer-seo-vs-clearscope,https://smileaireviewhub.com/surfer-seo-vs-clearscope/,Surfer Seo Vs Clearscope,0.0,0.0,Surfer,0.0,,Monitor,Estimated from available CSV/log data when real affiliate data is missing.
synthesia,https://smileaireviewhub.com/synthesia/,Synthesia,0.0,0.0,Synthesia,0.0,,Monitor,Estimated from available CSV/log data when real affiliate data is missing.
tavant-debuts-agentic-ai-platform-for-software-engineering-automation,https://smileaireviewhub.com/tavant-debuts-agentic-ai-platform-for-software-engineering-automation/,"Tavant debuts agentic AI platform for software engineering, automation",0.0,0.0,Tavant,0.0,,Monitor,Estimated from available CSV/log data when real affiliate data is missing.
the-best-ai-coding-tool-isn-t-the-one-that-writes-the-most-code,https://smileaireviewhub.com/the-best-ai-coding-tool-isn-t-the-one-that-writes-the-most-code/,The best AI coding tool isn't the one that writes the most code,0.0,0.0,The,0.0,,Monitor,Estimated from available CSV/log data when real affiliate data is missing.
the-first-big-exit-in-ai,https://smileaireviewhub.com/the-first-big-exit-in-ai/,The first big exit in AI,0.0,0.0,The,0.0,,Monitor,Estimated from available CSV/log data when real affiliate data is missing.
the-future-of-matrix-marketing-how-ai-and-environment-isolation-are-replacing-legacy-rpa,https://smileaireviewhub.com/the-future-of-matrix-marketing-how-ai-and-environment-isolation-are-replacing-legacy-rpa/,The Future of Matrix Marketing: How AI and Environment Isolation are Replacing Legacy RPA,0.0,0.0,The,0.0,,Monitor,Estimated from available CSV/log data when real affiliate data is missing.
tidal-ai-policy,https://smileaireviewhub.com/tidal-ai-policy/,Tidal AI Policy,0.0,0.0,Tidal,0.0,,Monitor,Estimated from available CSV/log data when real affiliate data is missing.
tough-tongue-ai-for-sales,https://smileaireviewhub.com/tough-tongue-ai-for-sales/,Tough Tongue AI for Sales,0.0,0.0,Tough,0.0,,Monitor,Estimated from available CSV/log data when real affiliate data is missing.
vulnclaw-review-2026,https://smileaireviewhub.com/vulnclaw-review-2026/,VulnClaw Review 2026,0.0,0.0,Vulnclaw,0.0,,Monitor,Estimated from available CSV/log data when real affiliate data is missing.
webflow,https://smileaireviewhub.com/webflow/,Webflow,0.0,0.0,Webflow,0.0,,Monitor,Estimated from available CSV/log data when real affiliate data is missing.
webflow-ai,https://smileaireviewhub.com/webflow-ai/,Webflow Ai,0.0,0.0,Webflow,0.0,,Monitor,Estimated from available CSV/log data when real affiliate data is missing.
webflow-pros-and-cons,https://smileaireviewhub.com/webflow-pros-and-cons/,Webflow Pros And Cons,0.0,0.0,Webflow,0.0,,Monitor,Estimated from available CSV/log data when real affiliate data is missing.
what-ai-capability-do-you-think-is-still-surprisingly-underdeveloped,https://smileaireviewhub.com/what-ai-capability-do-you-think-is-still-surprisingly-underdeveloped/,What AI capability do you think is still surprisingly underdeveloped?,0.0,0.0,What,0.0,,Monitor,Estimated from available CSV/log data when real affiliate data is missing.
what-if-ai-s-failures-reveal-our-vices-more-than-its-limits,https://smileaireviewhub.com/what-if-ai-s-failures-reveal-our-vices-more-than-its-limits/,What if AI's failures reveal our vices more than its limits?,0.0,0.0,What,0.0,,Monitor,Estimated from available CSV/log data when real affiliate data is missing.
when-an-ai-agent-goes-rogue-who-takes-the-blame,https://smileaireviewhub.com/when-an-ai-agent-goes-rogue-who-takes-the-blame/,"When An AI Agent Goes Rogue, Who Takes The Blame?",0.0,0.0,When,0.0,,Monitor,Estimated from available CSV/log data when real affiliate data is missing.
why-won-t-europe-build-ai-data-centers-in-iceland,https://smileaireviewhub.com/why-won-t-europe-build-ai-data-centers-in-iceland/,Why Won't Europe Build AI Data Centers in Iceland?,0.0,0.0,Why,0.0,,Monitor,Estimated from available CSV/log data when real affiliate data is missing.
windsurf,https://smileaireviewhub.com/windsurf/,Windsurf,0.0,0.0,Windsurf,0.0,,Monitor,Estimated from available CSV/log data when real affiliate data is missing.
working-on-my-first-fully-featured-ai-companion-with-vision-for-games-and-movies-n-all-that,https://smileaireviewhub.com/working-on-my-first-fully-featured-ai-companion-with-vision-for-games-and-movies-n-all-that/,Working on my first fully featured Ai companion with Vision for games and movies n all that!,0.0,0.0,Working,0.0,,Monitor,Estimated from available CSV/log data when real affiliate data is missing.
working-with-ai-a-concrete-example,https://smileaireviewhub.com/working-with-ai-a-concrete-example/,Working With AI: A concrete example,0.0,0.0,Working,0.0,,Monitor,Estimated from available CSV/log data when real affiliate data is missing.
zapier,https://smileaireviewhub.com/zapier/,Zapier,0.0,0.0,Zapier,0.0,,Monitor,Estimated from available CSV/log data when real affiliate data is missing.
zapier-pricing,https://smileaireviewhub.com/zapier-pricing/,Zapier Pricing,0.0,0.0,Zapier,0.0,,Monitor,Estimated from available CSV/log data when real affiliate data is missing.
zvec-review-2026,https://smileaireviewhub.com/zvec-review-2026/,Zvec Review 2026,0.0,0.0,Zvec,0.0,,Monitor,Estimated from available CSV/log data when real affiliate data is missing.
